0.000000000000000000e+00,1.147000000000000000e+03,9.339837011063155670e-01,5.000000000000000000e+00,0.000000000000000000e+00,1.173983701106315891e+00,8.604928289533144703e-01,1.000000000000000000e+00,1.462418036284933276e+00,8.418830447012676244e-01,1.173983701106315891e+00,8.506105270388816253e-01,8.415210944400928206e-01,1.462418036284933276e+00
1.000000000000000000e+00,1.010000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.550388165526437989e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.062986889610782582e-01,0.000000000000000000e+00,8.310401071688197083e-01,8.253555386139340699e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.370000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.252289906545113851e-01,1.000000000000000000e+00,1.773238776611120102e-02,7.871316347126926516e-01,0.000000000000000000e+00,8.201315578477084145e-01,7.806268312783352092e-01,-1.157265038427049940e-02
0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.604685645016555418e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.606198463650479802e-01,0.000000000000000000e+00,7.991266350525354500e-01,7.889245920289565950e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.312561389593107197e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.761013427607603710e-01,0.000000000000000000e+00,8.008474275148766974e-01,7.953824450279538549e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.310000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.995428152773255137e-01,1.000000000000000000e+00,0.000000000000000000e+00,7.520463746311766284e-01,0.000000000000000000e+00,7.223882064491081723e-01,6.807730970816742166e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.630000000000000000e+02,2.679789128315485103e-01,2.000000000000000000e+00,1.000000000000000000e+00,3.879789128315485058e-01,8.498837121812832240e-01,0.000000000000000000e+00,3.879789128315485058e-01,8.523362328954648959e-01,1.968403934089504870e-01,8.438499861858742568e-01,8.071430720965228067e-01,1.968403934089504870e-01
0.000000000000000000e+00,9.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.092471972645057576e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.337495862609821673e-01,0.000000000000000000e+00,8.660028841932712051e-01,8.707990831432944612e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.520000000000000000e+02,2.567694608988119187e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.567694608988119187e-01,8.454970499919730598e-01,0.000000000000000000e+00,2.567694608988119187e-01,8.280026194240824866e-01,3.315516488701267805e-01,8.203559388442395184e-01,7.778360486657530659e-01,3.315516488701267805e-01
0.000000000000000000e+00,3.600000000000000000e+02,3.021047596525937018e-01,2.000000000000000000e+00,1.000000000000000000e+00,3.021047596525937018e-01,8.650084952679222283e-01,0.000000000000000000e+00,3.021047596525937018e-01,8.639788295867958379e-01,4.338133540747668992e-01,8.738581997551743141e-01,8.653413963413016941e-01,4.338133540747668992e-01
1.000000000000000000e+00,9.170000000000000000e+02,2.381465323612320939e-01,5.000000000000000000e+00,0.000000000000000000e+00,2.981465323612321194e-01,8.576824418840190978e-01,1.000000000000000000e+00,3.590931136363508802e-01,8.215642127218476531e-01,3.570182354233319977e-01,7.837796719442821081e-01,7.363810976575844158e-01,6.024080113618659471e-01
